id,category,subcategory,difficulty,question,answer,explanation,source,source_checked_date,status,app_ready,review_notes
P4-001,part4,関係法令,basic,潜水士免許は、更新制度があり、5年ごとに更新手続きを行わなければならない。,×,不正解！潜水士免許は「終身免許」であり、更新制度はありません。一度取得すれば一生有効です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P4-002,part4,関係法令,basic,潜水士免許の交付、再交付、書替え等の事務を行うのは、「所轄労働基準監督署長」である。,×,不正解！免許事務を行うのは「都道府県労働局長」です。労働基準監督署長ではありません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P4-003,part4,関係法令,basic,満18歳に満たない者は、潜水士免許試験に合格しても、免許の交付を受けることができない。,○,正解！年少者の危険有害業務就労制限により、18歳未満には交付されません。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P4-004,part4,関係法令,basic,潜水士免許証を他人に譲渡したり貸与した場合は、免許の取消処分を受けることがある。,○,正解！重大な違反行為として取消対象になります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P4-005,part4,関係法令,basic,免許証を滅失（紛失）したために再交付を受けた後、失ったはずの免許証を発見したときは、10日以内に返納しなければならない。,○,正解！古い方の免許証は返納義務があります。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P4-006,part4,関係法令,basic,氏名を変更したときは、免許証の「書替え」を申請しなければならないが、住所を変更したときは書替えの必要はない。,○,正解！本籍や氏名の変更は書替えが必要ですが、現住所の変更だけなら手続き不要です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P4-007,part4,関係法令,basic,事業者は、高気圧業務健康診断を、雇入れ時および配置換えの際、ならびにその後「1年以内ごとに1回」行わなければならない。,×,不正解！潜水などの高気圧業務は体に負担がかかるため、「6ヶ月以内ごとに1回」の頻度が義務付けられています。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P4-008,part4,関係法令,basic,高気圧業務健康診断の結果、異常の所見があると診断された労働者については、医師の意見を聞き、就業制限などの措置を講じなければならない。,○,正解！医師の意見聴取は事業者の義務です。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P4-009,part4,関係法令,basic,高気圧業務健康診断個人票は、原則として「5年間」保存しなければならない。,○,正解！「人の健康」に関わる記録（健診・日誌）は5年保存と覚えましょう。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
P4-010,part4,関係法令,basic,事業者は、潜水業務を行うときは、潜水作業者「2人以下」ごとに1人の連絡員を配置しなければならない（送気式の場合）。,○,正解！潜水士2名につき1名の連絡員が必要です（2対1ルール）。,既存公開問題,2026-05-19,approved,yes,existing_public_fixed
